,tokens,ner_tags,langs,spans
52,"['पच्छिम', 'चंपारण', 'जिला']","[5, 6, 6]","['bh', 'bh', 'bh']",['LOC: पच्छिम चंपारण जिला']
53,['कबीरदास'],[1],['bh'],['PER: कबीरदास']
54,"['रबीन्द्रनाथ', 'ठाकुर']","[1, 2]","['bh', 'bh']",['PER: रबीन्द्रनाथ ठाकुर']
55,"[""'"", ""''"", 'नीतिश', 'कुमार', ""''"", ""'"", 'भारत', 'गणराज्य', 'के', 'बिहार', 'प्रान्त', 'के', 'वर्तमान', 'मुख्यमंत्री', 'हईं।']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 3, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['LOC: भारत', 'LOC: बिहार', 'ORG: मुख्यमंत्री']"
56,"['भारतीय', 'जनता', 'पार्टी']","[3, 4, 4]","['bh', 'bh', 'bh']",['ORG: भारतीय जनता पार्टी']
57,"['नीचे', 'यूरोप', 'की', 'सगरी', 'देशन', 'क', 'एगो', 'सूची', 'बनावल', 'जात', 'बा', ':']","[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['LOC: यूरोप']
58,"['नेशनल', 'लाइब्रेरी', 'ऑफ', 'ऑस्ट्रेलिया']","[3, 4, 4, 4]","['bh', 'bh', 'bh', 'bh']",['ORG: नेशनल लाइब्रेरी ऑफ ऑस्ट्रेलिया']
59,"[""'"", ""''"", 'सनाया', 'ईरानी', ""''"", ""'"", 'भारतीय', 'टेलीविजन', 'की', 'एगो', 'मशहूर', 'कलाकार', 'बा', 'जोहन', ""'"", ""''"", 'स्टार', 'वन', ""''"", ""'"", 'के', 'धारावाहिक', ""''मिले"", 'जब', 'हम', 'तुम', ""''"", 'से', 'आपन', 'टीवी', 'करियर', 'की', 'शुरुआत', 'करले', 'बानी।', 'सनाया', 'ने', 'स्टार', 'प्लस', 'क', 'धारावाहिक', ""''इस"", 'प्यार', 'को', 'क्या', 'नाम', 'दूं', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['ORG: स्टार प्लस']
60,"['भारतीय', 'जनता', 'पार्टी']","[3, 4, 4]","['bh', 'bh', 'bh']",['ORG: भारतीय जनता पार्टी']
61,['पड़रौना'],[5],['bh'],['LOC: पड़रौना']
62,"[""'"", ""''"", 'कैमुर', ""''"", ""'"", 'जिला', 'बिहार', 'के', '38', 'गो', 'जिला', 'में', 'से', 'एगो', 'ह।', 'ई', 'पटना', 'प्रमंडल', 'के', 'एगो', 'जिला', 'ह।']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['LOC: बिहार', 'ORG: पटना प्रमंडल']"
63,"['भोजपुर', 'जिला']","[3, 4]","['bh', 'bh']",['ORG: भोजपुर जिला']
64,"['जानकीनगर', ',', 'सिराहा', 'सिराहा', 'जिला', 'क', 'एगो', 'गाविस', 'बा', '।']","[5, 6, 6, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['LOC: जानकीनगर , सिराहा']"
65,"['आसाराम', 'बापू']","[1, 2]","['bh', 'bh']",['PER: आसाराम बापू']
66,"['भारतीय', 'जनता', 'पार्टी']","[3, 4, 4]","['bh', 'bh', 'bh']",['ORG: भारतीय जनता पार्टी']
67,"[""'"", ""''"", 'बस्ती', 'भूगोल', ""''"", ""'"", 'मानव', 'भूगोल', 'के', 'एगो', 'शाखा', 'बाटे', 'जे', 'आदमिन', 'की', 'रहे', 'वाला', 'अस्थान', 'आ', 'ओकरी', 'एक', 'जगह', 'से', 'दूसरी', 'जगह', 'की', 'बीच', 'अंतर', 'का', 'पढ़ाई', 'करे', 'ला।']","[0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['ORG: मानव भूगोल']
68,['कबिता'],[5],['bh'],['LOC: कबिता']
69,"['एकरी', 'नाँव', 'की', 'बारे', 'में', 'इहो', 'मान्यता', 'बा', 'कि', 'भगवान', 'राम', 'इहँवा', 'कुछ', 'समय', 'बितावलें', 'आ', 'भगवान', 'राम', 'की', ""''पद"", ""''"", 'से', ""''रौंदा"", ""''"", 'अस्थान', ""'"", ""''"", 'पदरौना', ""''"", ""'"", 'आ', 'फिन', 'बाद', 'में', 'पडरौना', 'हो', 'गइल।']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['PER: भगवान राम']
70,['न्यूजीलैंड'],[5],['bh'],['LOC: न्यूजीलैंड']
71,"['सुंदरबन', 'कुल', 'क्षेत्रफल', 'पर', 'बिस्तार', 'लिहले', 'बाटे', 'जेवना', 'के', 'अधिकतर', 'हिस्सा', 'बांग्लादेश', 'में', 'आ', 'कुछ', 'हिस्सा', 'भारत', 'में', 'बा।', 'यूनेस्को', 'एकरा', 'के', 'बिस्व', 'धरोहर', 'स्थल', 'घोषित', 'कइले', 'बाटे।']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 3, 0, 0, 3, 4, 4, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['LOC: बांग्लादेश', 'LOC: भारत', 'ORG: यूनेस्को', 'ORG: बिस्व धरोहर स्थल']"
72,"['*रंगमंच', 'निदेशक', 'अरविन्द', 'गौड़', ',', 'सफ़दर', 'हाशमी', ',', 'सन्जय', 'उपाध्याय', ',', 'सत्यदेव', 'दुबे', ',', 'नितिन', 'चन्द्रा']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['PER: अरविन्द गौड़']
73,"['गाजीपुर', 'जिला']","[5, 6]","['bh', 'bh']",['LOC: गाजीपुर जिला']
74,"['भारतीय', 'जनता', 'पार्टी']","[3, 4, 4]","['bh', 'bh', 'bh']",['ORG: भारतीय जनता पार्टी']
75,"['नेशनल', 'डायट', 'लाइब्रेरी']","[3, 4, 4]","['bh', 'bh', 'bh']",['ORG: नेशनल डायट लाइब्रेरी']
76,['बहराइच'],[5],['bh'],['LOC: बहराइच']
77,['कोसी'],[3],['bh'],['ORG: कोसी']
78,"['रबीन्द्रनाथ', 'ठाकुर']","[1, 2]","['bh', 'bh']",['PER: रबीन्द्रनाथ ठाकुर']
79,"['भारतीय', 'जनता', 'पार्टी']","[3, 4, 4]","['bh', 'bh', 'bh']",['ORG: भारतीय जनता पार्टी']
80,"[""'"", ""''"", 'औरंगाबाद', ""''"", ""'"", 'जिला', 'बिहार', 'के', '38', 'गो', 'जिला', 'में', 'से', 'एगो', 'ह।', 'ई', 'मगध', 'प्रमंडल', 'के', 'एगो', 'जिला', 'ह।']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['LOC: बिहार', 'ORG: मगध प्रमंडल']"
81,"['ए॰', 'पी॰', 'जे॰', 'अब्दुल', 'कलाम']","[1, 2, 2, 2, 2]","['bh', 'bh', 'bh', 'bh', 'bh']",['PER: ए॰ पी॰ जे॰ अब्दुल कलाम']
82,"[')', 'की', 'समय', 'से', 'सारनाथ', 'के', 'इतिहास', 'की', 'बारे', 'में', 'जानकारी', 'मिलेला।', 'सम्राट', 'अशोक', 'इहाँ', 'स्तंभ', 'लगववलें', 'आ', 'ओपर', 'ब्राह्मी', 'लिपि', 'में', 'आपन', 'आदेश', 'लिखववलें।', 'कनिष्क', 'की', 'समय', 'में', 'इहवाँ', 'बोधिसत्व', 'के', 'मूर्ति', 'लगावल', 'गईल।', 'तीसरी', 'शताब्दी', 'से', 'सारनाथ', 'के', 'असली', 'उत्थान', 'शुरू', 'भईल', 'अउरी', 'कला', ',', 'संस्कृति', 'आ', 'धर्म', 'की', 'एगो', 'महत्वपूर्ण', 'केन्द्र', 'की', 'रूप', 'में', 'सारनाथ', 'गुप्त', 'काल', 'में', '(', 'चौथी', 'सदी', 'से', 'छठवीं', 'सदी', 'की', 'बिचा', 'में', ')', 'अपनी', 'उत्कर्ष', 'पर', 'पहुँचल।', 'ए', 'समय', 'में', 'मथुरा', 'की', 'बाद', 'सारनाथ', 'क', 'कला', 'आ', 'संस्कृति', 'की', 'क्षेत्र', 'में', 'दूसरा', 'अस्थान', 'रहे।', 'चीनी', 'यात्री', 'ह्वेन', 'सांग', 'सतवी', 'सदी', 'में', 'महाराज', 'हर्ष', 'की', 'राज', 'में', 'इहाँ', 'के', 'यात्रा', 'कइलन।']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['PER: ह्वेन सांग', 'ORG: हर्ष']"
83,['मोंटीनीग्रो'],[5],['bh'],['LOC: मोंटीनीग्रो']
84,"['रूद्रप्रयाग', 'जिला']","[5, 6]","['bh', 'bh']",['LOC: रूद्रप्रयाग जिला']
85,"['भगवान', 'बुद्ध']","[1, 2]","['bh', 'bh']",['PER: भगवान बुद्ध']
86,['अर्जेन्टीना'],[5],['bh'],['LOC: अर्जेन्टीना']
87,"['नेपाल', 'भाषा']","[3, 4]","['bh', 'bh']",['ORG: नेपाल भाषा']
88,"['लामाटार', 'ललितपुर', 'जिला', 'क', 'एगो', 'गाविस', 'बा', '।']","[5, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['LOC: लामाटार']
