,tokens,ner_tags,langs,spans
21,"['अनुप्रेषित', 'काक', '(', 'कार्टूनिस्ट', ')']","[0, 1, 2, 2, 2]","['hi', 'hi', 'hi', 'hi', 'hi']",['PER: काक ( कार्टूनिस्ट )']
22,"['सोभा', 'सिंह', '(', 'चित्रकार', ')']","[1, 2, 2, 2, 2]","['hi', 'hi', 'hi', 'hi', 'hi']",['PER: सोभा सिंह ( चित्रकार )']
23,"['धर्मेन्द्र', ',', 'शर्मिला', 'टैगोर', ',', 'देवेन', 'वर्मा']","[1, 0, 1, 2, 0, 1, 2]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['PER: धर्मेन्द्र', 'PER: शर्मिला टैगोर', 'PER: देवेन वर्मा']"
24,"['यूरोप', 'खंड', 'में', 'स्थित', 'देश']","[5, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: यूरोप']
25,"['व्यक्ति', 'जो', 'नेपाल', 'देश', 'के', 'नागरिक', 'हैं।']","[0, 0, 5, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: नेपाल']
26,"['जैकलिन', 'फर्नांडीस', '(', 'शाइना', ')']","[1, 2, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['PER: जैकलिन फर्नांडीस']
27,"['थामस', 'मान', '(', '1875–1955', ')']","[1, 2, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['PER: थामस मान']
28,"['अनुप्रेषित', 'सावित्रीबाई', 'फुले', 'पुणे', 'विद्यापीठ']","[0, 3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: सावित्रीबाई फुले पुणे विद्यापीठ']
29,"['कॉन्फेडरेशन', 'ऑफ', 'इंडियन', 'इंडस्ट्री']","[3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: कॉन्फेडरेशन ऑफ इंडियन इंडस्ट्री']
30,"[""''"", 'जम्मू', 'एवं', 'कश्मीर', ""''"", ""'""]","[0, 5, 0, 5, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['LOC: जम्मू', 'LOC: कश्मीर']"
31,"['छोटा', 'नागपुर', 'पठार']","[5, 6, 6]","['hi', 'hi', 'hi']",['LOC: छोटा नागपुर पठार']
32,"['बिपाशा', 'बसु', ',', 'करन', 'सिंह', 'ग्रोवर']","[1, 2, 0, 1, 2, 2]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['PER: बिपाशा बसु', 'PER: करन सिंह ग्रोवर']"
33,"['आगरा', '-', 'जयपुर', '-', 'बीकानेर']","[5, 0, 5, 0, 5]","['hi', 'hi', 'hi', 'hi', 'hi']","['LOC: आगरा', 'LOC: जयपुर', 'LOC: बीकानेर']"
34,"['पुनर्प्रेषित', 'अयोध्यासिंह', 'उपाध्याय', ""'हरिऔध"", ""'""]","[0, 1, 2, 2, 2]","['hi', 'hi', 'hi', 'hi', 'hi']","[""PER: अयोध्यासिंह उपाध्याय 'हरिऔध '""]"
35,"['मेरे', 'रंग', 'में', 'रंगने', 'वाली']","[3, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: मेरे रंग में रंगने वाली']
36,"['पुनर्प्रेषित', 'कॉमेडी', 'नाइट्स', 'विद्', 'कपिल']","[0, 3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: कॉमेडी नाइट्स विद् कपिल']
37,"['पैट्रिक', 'स्टिवर्ट', '-', 'प्रोफेसर', 'चार्लस', 'ज़ेवियर।']","[1, 2, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['PER: पैट्रिक स्टिवर्ट']
38,"['भारतीय', 'प्रौद्योगिकी', 'संस्थान', 'मण्डी']","[3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: भारतीय प्रौद्योगिकी संस्थान मण्डी']
39,"['देवेन्द्रनाथ', 'ठाकुर', '(', '१८०७-१९०५', ')']","[1, 2, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['PER: देवेन्द्रनाथ ठाकुर']
40,"['तुलुव', 'नरस', 'नायक', '1491-1503']","[1, 2, 2, 0]","['hi', 'hi', 'hi', 'hi']",['PER: तुलुव नरस नायक']
41,"['वाका', 'क्रिकेट', 'मैदान']","[5, 6, 6]","['hi', 'hi', 'hi']",['LOC: वाका क्रिकेट मैदान']
42,"[""'"", ""''"", 'कोलकाता', ""''"", ""'""]","[0, 0, 5, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: कोलकाता']
43,"['जॉर्जिया', '(', 'अमरीकी', 'राज्य', ')']","[5, 6, 6, 6, 6]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: जॉर्जिया ( अमरीकी राज्य )']
44,"['डबिंग]]', '(', 'श्रेय', 'दिया', 'डीवीडी', 'रिलीज', 'पर', ')']","[0, 0, 0, 0, 3, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: डीवीडी']
45,"['टाइम्स', 'नाऊ', 'इंडिया', 'टीवी', '-सीवोटर']","[3, 4, 3, 4, 0]","['hi', 'hi', 'hi', 'hi', 'hi']","['ORG: टाइम्स नाऊ', 'ORG: इंडिया टीवी']"
46,"['पुनर्प्रेषित', 'अनिता', 'बोस', 'फाफ']","[0, 1, 2, 2]","['hi', 'hi', 'hi', 'hi']",['PER: अनिता बोस फाफ']
47,"['अनुप्रेषित', 'इंडियन', 'नैशनल', 'लोकदल']","[0, 3, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: इंडियन नैशनल लोकदल']
48,"['सन्त', 'किट्स', 'और', 'नेविस']","[5, 6, 6, 6]","['hi', 'hi', 'hi', 'hi']",['LOC: सन्त किट्स और नेविस']
49,"['लोकमान्य', 'तिलक', 'टर्मिनस', 'रेलवे', 'स्टेशन']","[3, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: लोकमान्य तिलक टर्मिनस रेलवे स्टेशन']
50,"['नालंदा', ',', 'बिहार', 'का', 'एक', 'प्रखण्ड।']","[5, 0, 5, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['LOC: नालंदा', 'LOC: बिहार']"
51,"['बोधगया', '(', '११०', 'किमी', ')', ',']","[5, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: बोधगया']
52,"['टीकू', 'तलसानिया', '-', 'हवलदार']","[1, 2, 0, 0]","['hi', 'hi', 'hi', 'hi']",['PER: टीकू तलसानिया']
53,"['पश्चिम', 'सिक्किम', 'जिला']","[5, 6, 6]","['hi', 'hi', 'hi']",['LOC: पश्चिम सिक्किम जिला']
54,"['मद्रास', 'विश्वविद्यालय', ';', 'उस्मानिया', 'विश्वविद्यालय']","[3, 4, 0, 3, 4]","['hi', 'hi', 'hi', 'hi', 'hi']","['ORG: मद्रास विश्वविद्यालय', 'ORG: उस्मानिया विश्वविद्यालय']"
55,"['बाळकृष्ण', 'शिवराम', 'मुंजे']","[1, 2, 2]","['hi', 'hi', 'hi']",['PER: बाळकृष्ण शिवराम मुंजे']
56,"['नॉरवॉक', ',', 'कनेक्टिकट']","[5, 6, 6]","['hi', 'hi', 'hi']","['LOC: नॉरवॉक , कनेक्टिकट']"
57,"['चाँदनी', 'चौक', 'लोकसभा', 'निर्वाचन', 'क्षेत्र']","[3, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: चाँदनी चौक लोकसभा निर्वाचन क्षेत्र']
58,"['अनुप्रेषित', 'संकट', 'मोचन', 'हनुमान', 'मंदिर']","[0, 3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: संकट मोचन हनुमान मंदिर']
59,"[""'"", ""''"", 'आईएफके', 'गोटेबोर्ग', ""''"", ""'"", ""''"", ""'द्वितीय"", 'खिताब', ""''"", ""'""]","[0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: आईएफके गोटेबोर्ग']
60,"['मार्क', 'वुडफोर्ड', '/', 'टॉड', 'वुडब्रिज', 'ने', 'रिक', 'लीच', '/', 'जोनाथन', 'स्टार्क', 'को', '6–3', ',', '6–3', 'से', 'हराया।']","[1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['PER: मार्क वुडफोर्ड', 'PER: टॉड वुडब्रिज', 'PER: रिक लीच', 'PER: जोनाथन स्टार्क']"
61,"['ऑस्ट्रेलिया', ',', 'जर्मनी', ',', 'यूनान', ',', 'हंगरी']","[5, 0, 5, 0, 5, 0, 5]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['LOC: ऑस्ट्रेलिया', 'LOC: जर्मनी', 'LOC: यूनान', 'LOC: हंगरी']"
62,"['जनता', 'दल', '(', 'यूनाइटेड', ')']","[3, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: जनता दल ( यूनाइटेड )']
63,"['पुनर्प्रेषित', 'जॉन', 'स्टूवर्ट', 'मिल']","[0, 1, 2, 2]","['hi', 'hi', 'hi', 'hi']",['PER: जॉन स्टूवर्ट मिल']
64,"['वसुन्धरा', 'राजे', 'सिंधिया']","[1, 2, 2]","['hi', 'hi', 'hi']",['PER: वसुन्धरा राजे सिंधिया']
65,"['पुनर्प्रेषित', 'महेंद्रगढ़', '(', 'छत्तीसगढ़', ')']","[0, 5, 6, 6, 6]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: महेंद्रगढ़ ( छत्तीसगढ़ )']
66,"['इन्दिरा', 'गांधी', 'राष्ट्रीय', 'मुक्त', 'विश्\u200dवविद्यालय']","[3, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: इन्दिरा गांधी राष्ट्रीय मुक्त विश्\u200dवविद्यालय']
67,"[""'"", ""''"", ""'"", ""''"", 'दिल्ली', 'का', 'एक', 'मौहल्ला', 'है।']","[0, 0, 0, 0, 5, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: दिल्ली']
68,"['न्यू', 'साउथ', 'वेल्स', ',', 'ऑस्ट्रेलिया']","[5, 6, 6, 0, 5]","['hi', 'hi', 'hi', 'hi', 'hi']","['LOC: न्यू साउथ वेल्स', 'LOC: ऑस्ट्रेलिया']"
69,"['अनुप्रेषित', 'वोल्गाग्राद', 'स्टेशन', 'बम', 'विस्फोट', '२०१३']","[0, 3, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: वोल्गाग्राद स्टेशन बम विस्फोट २०१३']
70,"['पेट्रिक', 'एम', 'एस', 'ब्लाकेट', '|']","[3, 4, 4, 4, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: पेट्रिक एम एस ब्लाकेट']
71,"['अनुप्रेषित', 'सैयदा', 'अनवरा', 'तैमूर']","[0, 1, 2, 2]","['hi', 'hi', 'hi', 'hi']",['PER: सैयदा अनवरा तैमूर']
72,"[""'"", ""''"", ""'"", ""''"", '–', 'डेनमार्क', 'राज्य']","[0, 0, 0, 0, 0, 5, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: डेनमार्क']
73,"[""'"", ""''"", 'रिचर्ड', 'क्राजिचेक', ""''"", ""'""]","[0, 0, 1, 2, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['PER: रिचर्ड क्राजिचेक']
74,"['बिली', 'जीन', 'किंग', 'मार्टिना', 'नवरातिलोवा']","[1, 2, 2, 1, 2]","['hi', 'hi', 'hi', 'hi', 'hi']","['PER: बिली जीन किंग', 'PER: मार्टिना नवरातिलोवा']"
75,"['पुनर्प्रेषित', 'धोंडो', 'केशव', 'कर्वे']","[0, 1, 2, 2]","['hi', 'hi', 'hi', 'hi']",['PER: धोंडो केशव कर्वे']
76,"['====संबैधानिक', 'राजतन्त्रमें', 'हुए', 'प्रधानमन्त्री', '(', '१९९०-२००८', ')', '====']","[0, 0, 0, 1, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['PER: प्रधानमन्त्री']
77,"['आद्या', 'कात्यायिनी', 'मंदिर', ',', 'दिल्ली']","[3, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']","['ORG: आद्या कात्यायिनी मंदिर , दिल्ली']"
78,"['अनुप्रेषित', 'भारतीय', 'प्रौद्योगिकी', 'संस्थान', 'मद्रास']","[0, 3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: भारतीय प्रौद्योगिकी संस्थान मद्रास']
79,"['महेश', 'भूपति', '/', 'रादेक', 'स्तेपानेक']","[1, 2, 0, 1, 2]","['hi', 'hi', 'hi', 'hi', 'hi']","['PER: महेश भूपति', 'PER: रादेक स्तेपानेक']"
80,"['सजदा', 'तेरे', 'प्यार', 'में']","[3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: सजदा तेरे प्यार में']
81,"['वर्षा', 'उसगांवकर', '-', 'सीमा']","[1, 2, 0, 0]","['hi', 'hi', 'hi', 'hi']",['PER: वर्षा उसगांवकर']
82,"['सोमी', 'अली', '-', 'विशेष', 'भूमिका']","[1, 2, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['PER: सोमी अली']
83,"['मुंबई]]', ',', 'महाराष्ट्र', ',', 'भारत']","[0, 0, 5, 0, 5]","['hi', 'hi', 'hi', 'hi', 'hi']","['LOC: महाराष्ट्र', 'LOC: भारत']"
84,"['पूर्वी', 'प्रान्त', '(', 'कांगो', ')']","[5, 6, 6, 6, 6]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: पूर्वी प्रान्त ( कांगो )']
85,"['अल्फ़ा', 'अरायटिस', 'तारा']","[3, 4, 4]","['hi', 'hi', 'hi']",['ORG: अल्फ़ा अरायटिस तारा']
86,"['मध्य', 'अफ़्रीकी', 'गणराज्य']","[5, 6, 6]","['hi', 'hi', 'hi']",['LOC: मध्य अफ़्रीकी गणराज्य']
87,"['भारत', 'हेवी', 'इलेक्ट्रिकल्स', 'लिमिटेड']","[3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: भारत हेवी इलेक्ट्रिकल्स लिमिटेड']
88,"['कांगो', 'लोकतान्त्रिक', 'गणराज्य']","[5, 6, 6]","['hi', 'hi', 'hi']",['LOC: कांगो लोकतान्त्रिक गणराज्य']
89,"[""'"", ""''"", 'संजय', 'लीला', 'भंसाली', '–', 'बाजीराव', 'मस्तानी', ""''"", ""'"", ""''""]","[0, 0, 1, 2, 2, 0, 3, 4, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['PER: संजय लीला भंसाली', 'ORG: बाजीराव मस्तानी']"
90,"['नीलम', 'संजीव', 'रेड्डी', '(', '१९१३–१९९६', ')']","[1, 2, 2, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['PER: नीलम संजीव रेड्डी']
91,"['का', 'है', ',', 'इसकी', 'अनुमानित', 'संख्या', '५००', 'पक्षियों', 'से', 'भी', 'कम', 'की', 'आंकी', 'गयी', 'है।', 'सिक्किम', 'तथा', 'मेघालय', 'में', 'इसके', 'मिलने', 'के', 'हाल', 'के', 'प्रमाण', 'मौजूद', 'नहीं', 'हैं।']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['LOC: सिक्किम', 'LOC: मेघालय']"
92,"['AE', 'संयुक्त', 'अरब', 'अमीरात']","[0, 5, 6, 6]","['hi', 'hi', 'hi', 'hi']",['LOC: संयुक्त अरब अमीरात']
93,"['बैंगनी', 'लाइन', '(', 'दिल्ली', 'मेट्रो', ')']","[3, 4, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: बैंगनी लाइन ( दिल्ली मेट्रो )']
94,"['देवेन', 'वर्मा', '-', 'मंगलभाई']","[1, 2, 0, 0]","['hi', 'hi', 'hi', 'hi']",['PER: देवेन वर्मा']
95,"[';', 'उत्तर', 'अमेरिका', '(', '4', ')']","[0, 5, 6, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: उत्तर अमेरिका']
96,"['78°', '28', ""'"", 'E', 'हैदराबाद', ',']","[0, 0, 0, 0, 5, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: हैदराबाद']
97,"['गोपाल', 'गोडसे', ""''गान्धी"", 'वध', 'क्यों', '?']","[1, 2, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['PER: गोपाल गोडसे']
98,"['शी', 'जिनपिंग', '(', 'जन्म', '1953', ')']","[1, 2, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['PER: शी जिनपिंग']
99,"['३२९', ',', '७५०', 'कि.मी२', '--', 'मलेशिया']","[0, 0, 0, 0, 0, 5]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: मलेशिया']
100,"['चार्ल्स', 'के', 'काव', ',', 'विलार्ड', 'स्टर्लिंग', 'बॉयल', ',']","[1, 2, 2, 0, 1, 2, 2, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['PER: चार्ल्स के काव', 'PER: विलार्ड स्टर्लिंग बॉयल']"
101,"['वर्जीनिया', 'रुआनो', 'पास्कुआल', '/', 'पाओला', 'सुआरेज़', 'ने', 'स्वेतलाना', 'कुज़नेतसोवा', '/', 'एलीशिया', 'मॉलिक', 'को', '6–7', ',', '6–2', ',', '6–1', 'से', 'हराया।']","[1, 2, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['PER: वर्जीनिया रुआनो पास्कुआल', 'PER: पाओला सुआरेज़', 'PER: स्वेतलाना कुज़नेतसोवा', 'PER: एलीशिया मॉलिक']"
102,"['राजभवन', '(', 'महाराष्ट्र', ')', ',', 'महाबलेश्वर']","[3, 4, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['ORG: राजभवन ( महाराष्ट्र ) , महाबलेश्वर']"
103,"['1904', 'मे', 'बिएन', 'दे', 'इंतेरेस', 'कल्चरल', ""''"", 'बनाया', 'था।']","[0, 0, 3, 4, 4, 4, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: बिएन दे इंतेरेस कल्चरल']
104,"['ग्रीन', 'पार्क', 'स्टेडियम', ',', 'कानपुर']","[3, 4, 4, 0, 5]","['hi', 'hi', 'hi', 'hi', 'hi']","['ORG: ग्रीन पार्क स्टेडियम', 'LOC: कानपुर']"
105,"['वर्जीनिया', 'रुआनो', 'पास्कुआल', '/', 'पाओला', 'सुआरेज़', 'ने', 'नादिया', 'पेत्रोवा', '/', 'मेघन', 'शघुनैसी', 'को', '7-6', '(', '3', ')', ',', '6-1', 'से', 'हराया।']","[1, 2, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['PER: वर्जीनिया रुआनो पास्कुआल', 'PER: पाओला सुआरेज़', 'PER: नादिया पेत्रोवा', 'PER: मेघन शघुनैसी']"
106,"['पुनर्प्रेषित', 'ख़्वाजा', 'फ़रीदउद्दीन', 'अ़त्तार']","[0, 1, 2, 2]","['hi', 'hi', 'hi', 'hi']",['PER: ख़्वाजा फ़रीदउद्दीन अ़त्तार']
107,"['राष्ट्रीय', 'स्वयंसेवक', 'संघ']","[3, 4, 4]","['hi', 'hi', 'hi']",['ORG: राष्ट्रीय स्वयंसेवक संघ']
108,"['सी', 'आइ', 'ए']","[3, 4, 4]","['hi', 'hi', 'hi']",['ORG: सी आइ ए']
109,"['तेरहवीं', 'बटालियन', ',', 'जम्मू', 'कश्मीर', 'राइफल्स']","[0, 0, 0, 3, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: जम्मू कश्मीर राइफल्स']
110,"['टाइम्स', 'नाऊ', 'इंडिया', 'टीवी', '-सीवोटर']","[3, 4, 3, 4, 0]","['hi', 'hi', 'hi', 'hi', 'hi']","['ORG: टाइम्स नाऊ', 'ORG: इंडिया टीवी']"
111,"['अनुप्रेषित', 'सनीवेल', ',', 'कैलिफ़ोर्निया']","[0, 5, 6, 6]","['hi', 'hi', 'hi', 'hi']","['LOC: सनीवेल , कैलिफ़ोर्निया']"
112,"['अनुप्रेषित', 'ससुराल', 'सिमर', 'का']","[0, 3, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: ससुराल सिमर का']
113,"['अखिल', 'भारतीय', 'हिन्दू', 'महासभा']","[3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: अखिल भारतीय हिन्दू महासभा']
114,"['लोकमान्य', 'तिलक', 'टर्मिनस', 'रेलवे', 'स्टेशन']","[3, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: लोकमान्य तिलक टर्मिनस रेलवे स्टेशन']
