,tokens,ner_tags,langs,spans
10,"['Tinglimir', 'skuldu', 'veljast', 'til', 'tað', '56.', 'tjóðartingsval', 'Stóra', 'Bretlands']","[0, 0, 0, 0, 0, 0, 0, 5, 6]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Stóra Bretlands']
11,"['Danska', 'fótbóltslandsliðið', 'hjá', 'monnum']","[3, 4, 4, 4]","['fo', 'fo', 'fo', 'fo']",['ORG: Danska fótbóltslandsliðið hjá monnum']
12,"['Idrottsparken]]', ',', 'Landskrona', '(', 'N', ')']","[0, 0, 5, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Landskrona']
13,"[""'"", ""''"", 'Royljómari', ""''"", ""'""]","[0, 0, 5, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Royljómari']
14,"['Mads', 'Glæsner', 'kláraði', 'eisini', 'kravtíðina', 'í', '400', 'm', 'frí', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Mads Glæsner']
15,"[""'"", ""''"", 'Panathinaikos', ""''"", ""'""]","[0, 0, 3, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Panathinaikos']
16,"['*2009', '-', 'Minnir', ',', 'ið', 'fløva', '-', 'Linda', 'Andrews']","[0, 0, 0, 0, 0, 0, 0, 1, 2]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Linda Andrews']
17,"['Tað', 'er', 'á', 'undanvalunum', ',', 'at', 'stóru', 'flokkarnir', ',', 'demokratarnir', 'og', 'republikanararnir', ',', 'finna', 'fram', 'til', 'hvør', 'gerst', 'forsetavalevni', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['ORG: demokratarnir', 'ORG: republikanararnir']"
18,"[""'"", ""''"", 'Birmakettan', ""''"", ""'"", 'sigst', 'stava', 'frá', 'Burma', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Burma']
19,"['Høgni', 'Hoydal', ',', 'vløgm.', ',', 'tj', '.']","[1, 2, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Høgni Hoydal']
20,"[""''Chlidonias"", 'leucopterus', ""''"", '(', 'Vonghvít', 'svartterna', ')']","[0, 0, 0, 0, 5, 6, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Vonghvít svartterna']
21,"['Sálomon', 'varð', 'korin', 'til', 'at', 'fullføra', 'verkið', '.']","[1, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Sálomon']
22,"['Hann', 'starvaðist', 'eisini', 'eitt', 'skifti', 'sum', 'tíðindamaður', 'fyri', 'Sjónvarp', 'Føroya', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Sjónvarp Føroya']
23,"['Nikolai', '(', 'prinsur', ')']","[1, 2, 2, 2]","['fo', 'fo', 'fo', 'fo']",['PER: Nikolai ( prinsur )']
24,"['Hann', 'er', 'kendur', 'sum', 'vísusangari', 'og', 'hevur', 'millum', 'annað', 'tulkað', 'norska', 'yrkjaran', 'Jakob', 'Sande', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 2, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: norska', 'PER: Jakob Sande']"
25,"[""'"", ""''"", 'Sumbiarsteinurin', ""''"", ""'"", ',', 'eisini', 'nevndur', ""'"", ""''"", 'Munkurin', ""''"", ""'"", ',', 'er', 'tað', 'syðsta', 'punktið', 'í', 'Føroyum', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Føroyum']
26,"[""'"", ""''"", 'Öregrund', ""''"", ""'""]","[0, 0, 5, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Öregrund']
27,"['Jens', 'Christian', 'Svabo']","[1, 2, 2]","['fo', 'fo', 'fo']",['PER: Jens Christian Svabo']
28,"['Studentar', 'ella', 'HF-næmingar', 'fara', 'ofta', 'á', 'Fróðskaparsetrið', 'ella', 'annan', 'hægri', 'lærustovn', 'at', 'lesa', 'meiri', '.']","[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Fróðskaparsetrið']
29,"['Kvalifisering', 'til', 'EM', 'í', 'fótbólti', '2016', ',', 'bólkur', 'F']","[3, 4, 4, 4, 4, 4, 4, 4, 4]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['ORG: Kvalifisering til EM í fótbólti 2016 , bólkur F']"
30,"['Av', 'tí', 'at', 'arbeiðsmegi', 'treyt', ',', 'fingu', 'konufólk', 'betri', 'løn', 'í', 'hjálondunum', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: hjálondunum']
31,"['Asiatisk', 'leyva', ',', 'Berbaraleyva', 'og', 'Kappleyva', '.']","[5, 6, 0, 5, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: Asiatisk leyva', 'LOC: Berbaraleyva', 'LOC: Kappleyva']"
32,"['Barack', 'Hussein', 'Obama', 'jr', '.']","[1, 2, 2, 2, 2]","['fo', 'fo', 'fo', 'fo', 'fo']",['PER: Barack Hussein Obama jr .']
33,"[""''"", 'Limicola', 'falcinellus', ""''"", '(', 'Mórugrælingur', ')']","[0, 0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Mórugrælingur']
34,"['Socialdemokraterne', '–', '13', 'limir']","[3, 0, 0, 0]","['fo', 'fo', 'fo', 'fo']",['ORG: Socialdemokraterne']
35,"['Steffan', 'Danielsen', ',', 'listamaður', '.']","[1, 2, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['PER: Steffan Danielsen']
36,"[""'"", ""''"", 'Úr', ""''"", ""'"", ""''"", 'Sveis', ""''"", ""'""]","[0, 0, 0, 0, 0, 0, 5, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Sveis']
37,"['Støddin', 'á', 'søguliga', 'Kievrúsaríkinum', 'svarar', 'í', 'stødd', 'rættiliga', 'væl', 'til', 'núverandi', 'Ukrainu', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Ukrainu']
38,"['Samlað', 'hava', 'írarnir', 'selt', '45', 'milliónir', 'eintøk', 'av', 'sínum', 'útgávum', ',', 'og', 'teir', 'hava', 'havt', 'so', 'nógv', 'hitt', 'í', 'Bretlandi', ',', 'at', 'bert', 'Elvis', 'Presley', 'og', 'The', 'Beatles', 'hava', 'havt', 'fleiri', '.']","[0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 2, 0, 3, 4, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: írarnir', 'LOC: Bretlandi', 'PER: Elvis Presley', 'ORG: The Beatles']"
39,"['2009-13', 'EB', '/', 'Streymur']","[0, 3, 4, 4]","['fo', 'fo', 'fo', 'fo']",['ORG: EB / Streymur']
40,"['Karin', 'Söder', '(', '1985–1987', ')']","[1, 2, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['PER: Karin Söder']
41,"['1500', 'kvinnur', 'fáa', 'hesa', 'sukursjúku', 'um', 'árið', 'í', 'Danmark', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Danmark']
42,"['John', 'Dolmayan', '(', 'trummur', ')', '(', '1998-', ')']","[1, 2, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: John Dolmayan']
43,"['Allir', 'sangirnir', 'eru', 'skrivaðir', 'av', 'Lennon', '/', 'McCartney', 'um', 'einki', 'annað', 'er', 'viðmerkt', '.']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['PER: Lennon', 'PER: McCartney']"
44,"['HM', 'í', 'fótbólti', '2014']","[3, 4, 4, 4]","['fo', 'fo', 'fo', 'fo']",['ORG: HM í fótbólti 2014']
45,"['Hann', 'er', 'kendur', 'frá', 'bólkinum', 'The', 'Tough', 'Alliance', '.']","[0, 0, 0, 0, 0, 3, 4, 4, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: The Tough Alliance']
46,"['Sjómarkini', 'eru', 'við', 'Norðsjógvin', 'og', 'Eystrasalt', '.']","[0, 0, 0, 5, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: Norðsjógvin', 'LOC: Eystrasalt']"
47,"['Í', 'Føroyum', 'er', 'ikki', 'nakar', 'patologur', 'í', 'starvi', ',', 'og', 'tí', 'má', 'ein', 'slíkur', 'koma', 'úr', 'Danmark', '.']","[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: Føroyum', 'LOC: Danmark']"
48,"['Eftir', 'hvat', 'sigst', ',', 'skulu', 'leivdir', 'av', 'Tollaki', 'liggja', 'í', 'halgiskríninum', 'í', 'Kirkjubømúrinum', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Kirkjubømúrinum']
49,"['Heiti', 'stavar', 'frá', 'tí', 'gríksku', 'oynni', 'Lesbos', ',', 'har', 'kvinnuligi', 'yrkjarin', 'Sapfo', 'skrivaði', 'kærleiksyrkingar', 'til', 'gentur', '.']","[0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: gríksku', 'LOC: Lesbos', 'PER: Sapfo']"
50,"[""''"", 'Anthus', 'petrosus', ""''"", '(', 'Grátítlingur', ')']","[0, 0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Grátítlingur']
51,"['Hann', 'vann', '5', 'gull', 'og', '1', 'bronsu', 'heiðursmerki', 'og', 'gjørdist', 'eitt', 'kent', 'navn', 'í', 'Føroyum']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Føroyum']
52,"['Føroya', 'Studentaskúli', 'og', 'HF', 'Skeið']","[3, 4, 4, 4, 4]","['fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Føroya Studentaskúli og HF Skeið']
53,"['Endamálið', 'við', 'kappingini', 'var', 'at', 'finna', 'tann', 'sangin', ',', 'ið', 'skuldi', 'umboða', 'Danmark', 'á', 'Eurovision', 'Song', 'Contest', '2009', '(', 'ESC', ')', 'í', 'Moskva', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 3, 4, 4, 4, 0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: Danmark', 'ORG: Eurovision Song Contest 2009', 'LOC: Moskva']"
54,"['Hægstur', 'av', 'æsum', 'er', 'Óðin', '.']","[0, 0, 0, 0, 1, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Óðin']
55,"['31.', 'mai', '-', 'Jeanne', ""d'Arc""]","[5, 6, 0, 1, 2]","['fo', 'fo', 'fo', 'fo', 'fo']","['LOC: 31. mai', ""PER: Jeanne d'Arc""]"
56,"[""'"", ""''"", 'Tónleikur', ""''"", ""'""]","[0, 0, 5, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Tónleikur']
57,"[""'"", ""''"", 'LÍF', ""''"", ""'""]","[0, 0, 3, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['ORG: LÍF']
58,"['Pieter', 'van', 'den', 'Hoogenband']","[1, 2, 2, 2]","['fo', 'fo', 'fo', 'fo']",['PER: Pieter van den Hoogenband']
59,"['Jens', 'Pauli', 'Heinesen', 'Regin', 'Dahl']","[1, 2, 2, 1, 2]","['fo', 'fo', 'fo', 'fo', 'fo']","['PER: Jens Pauli Heinesen', 'PER: Regin Dahl']"
60,"['Mark', 'Twain', 'lýsir', 'sera', 'væl', ',', 'hvussu', 'tað', 'var', 'at', 'liva', 'tá', 'í', 'tíðini', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Mark Twain']
61,"['Føroyar', 'vunnu', 'tvey', 'silvurheiðursmerki', ',', 'tá', 'ið', 'Pál', 'Joensen', 'vann', 'silvur', 'í', '800', 'm', 'frí', 'og', '1500', 'metrum', 'frí', '.']","[5, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: Føroyar', 'PER: Pál Joensen']"
62,"['Norðan', 'fyri', 'USA', 'er', 'ovurstóra', 'Kanada', '.']","[0, 0, 5, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: USA', 'LOC: Kanada']"
63,"['Hans', 'Jacob', 'Jacobsen']","[1, 2, 2]","['fo', 'fo', 'fo']",['PER: Hans Jacob Jacobsen']
64,"['Tá', 'ið', 'Akbar', 'skuldi', 'venja', 'sínar', 'bestu', 'hermenn', ',', 'tók', 'hann', 'teir', 'við', 'sær', 'at', 'veiða', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Akbar']
65,"[""''"", 'Emberiza', 'melanocephala', ""''"", '(', 'Knokksvartur', 'spurvur', ')']","[0, 0, 0, 0, 0, 5, 6, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Knokksvartur spurvur']
66,"[""'"", ""''"", 'Siumut', ""''"", ""'""]","[0, 0, 3, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Siumut']
67,"[""'"", ""''"", 'Ring', 'Ring', ""''"", ""'"", 'var', 'fyrsta', 'album', 'sum', 'kom', 'út', 'hjá', 'ABBA', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: ABBA']
68,"['føroyski', 'Pál', 'Joensen', 'luttók', '.']","[5, 1, 2, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']","['LOC: føroyski', 'PER: Pál Joensen']"
69,"['Hon', 'hevur', 'eisini', 'undirvíst', 'á', 'Fróðskaparsetri', 'Føroya', '.']","[0, 0, 0, 0, 0, 3, 4, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Fróðskaparsetri Føroya']
70,"['Týsku', 'herdeildirnar', 'vunnu', 'lættliga', 'á', 'fraklendingum', '.']","[5, 0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: Týsku', 'LOC: fraklendingum']"
71,"['Norðmenn', 'eru', 'stoltir', 'av', 'sínum', 'tjóðardegi', '.']","[5, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Norðmenn']
72,"['FaroeArtStamps.fo', '(', 'grein', 'hjá', 'Anker', 'Eli', 'Petersen', ')']","[0, 0, 0, 0, 1, 2, 2, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Anker Eli Petersen']
73,"['danska', 'gullaldarmálaríið', ',', 'er', 'íblástur', 'Jógvans', ',', 'stundum', 'kennist', 'eitt', 'brá', 'av', 'franskari', 'impressionismu', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: danska', 'LOC: franskari']"
74,"['Sirið', 'Stenberg', '(', 'T', ')']","[1, 2, 0, 3, 0]","['fo', 'fo', 'fo', 'fo', 'fo']","['PER: Sirið Stenberg', 'ORG: T']"
75,"['Sigri', 'Mitra', 'Gaïni']","[1, 2, 2]","['fo', 'fo', 'fo']",['PER: Sigri Mitra Gaïni']
76,"['Tjóðveldi', '8', '(', '0', ')']","[3, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Tjóðveldi']
77,"['Madeleine', 'prinsessa', 'av', 'Svøríki']","[1, 2, 2, 2]","['fo', 'fo', 'fo', 'fo']",['PER: Madeleine prinsessa av Svøríki']
78,"[""''Ummagumma"", ""''"", '(', 'Pink', 'Floyd', ')']","[0, 0, 0, 3, 4, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Pink Floyd']
79,"['Jørgen', 'Niclasen', ',', 'lstm', '.']","[1, 2, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['PER: Jørgen Niclasen']
80,"['Næsta', 'fløgan', '``', ""''Pure"", 'Phase', ""''"", ""''"", 'kom', 'út', 'trý', 'ár', 'seinni', ',', 'og', 'tóktist', 'bólkurin', 'at', 'hava', 'staðfest', 'sín', 'eyðkenda', 'tónleikastíl', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: tónleikastíl']
81,"['Madeleine', 'prinsessa', 'av', 'Svøríki']","[1, 2, 2, 2]","['fo', 'fo', 'fo', 'fo']",['PER: Madeleine prinsessa av Svøríki']
82,"['Alessandria', '(', 'landslutur', ')']","[5, 6, 6, 6]","['fo', 'fo', 'fo', 'fo']",['LOC: Alessandria ( landslutur )']
83,"['Joachim', '(', 'prinsur', ')']","[1, 2, 2, 2]","['fo', 'fo', 'fo', 'fo']",['PER: Joachim ( prinsur )']
84,"['Orð', 'um', 'borð', 'á', 'heimasíðuni', 'hjá', 'Róðrarfelagnum', 'Knørri', '.']","[0, 0, 0, 0, 0, 0, 3, 4, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Róðrarfelagnum Knørri']
85,"[""''"", 'Oenanthe', 'oenanthe', ""''"", '(', 'Steinstólpa', ')']","[0, 0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Steinstólpa']
86,"['Kim', 'Il', 'Sung']","[1, 2, 2]","['fo', 'fo', 'fo']",['PER: Kim Il Sung']
87,"[""'"", ""''"", 'Laholm', ""''"", ""'""]","[0, 0, 5, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Laholm']
88,"['Týskland', 'vann', 'dystin', '4-0', '.']","[5, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Týskland']
89,"['Jóannes', 'Eidesgaard', ',', 'lstm.', ',', 'jv', '.']","[1, 2, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Jóannes Eidesgaard']
90,"['Nevnast', 'kann', ',', 'at', 'hann', 'fyri', 'fyrstu', 'ferð', 'vann', 'á', 'beiggja', 'sínum', 'Pál', 'Joensen', ',', 'sum', 'gjørdist', 'nummar', 'tvey', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Pál Joensen']
91,"['Sanna', 'Nielsen', ',', 'songkvinna', '.']","[1, 2, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['PER: Sanna Nielsen']
92,"['Aristoteles', 'roknaði', 'hann', 'fyri', 'at', 'verða', 'tann', 'fyrsta', 'av', 'teimun', 'griksu', 'heimspekingunum', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Aristoteles']
93,"['Vit', 'fylgja', 'ferðafólkunum', 'og', 'manningini', ',', 'bæði', 'dagarnar', 'undan', 'vanlukkuni', ',', 'í', 'flogfarinum', 'til', 'Føroya', ',', 'og', 'eftir', 'vanlukkuna', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Føroya']
