,tokens,ner_tags,langs,spans
10,"['tilvísun', 'Dimítríj', '1', '.']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Dimítríj 1 .']
11,"['Með', 'Guðbrandi', 'Vigfússyni', ',', 'sem', 'skrifaði', 'upp', 'textann', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['PER: Guðbrandi Vigfússyni']
12,"['tilvísun', 'West', 'Ham', 'United', 'F.C', '.']","[0, 3, 4, 4, 4, 4]","['is', 'is', 'is', 'is', 'is', 'is']",['ORG: West Ham United F.C .']
13,"['Meðlimur', 'Heimsviðskiptaráðstefnunnar', 'í', 'Davos', 'árin', '2000-2004']","[0, 3, 4, 4, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is']",['ORG: Heimsviðskiptaráðstefnunnar í Davos']
14,"['Rómverskir', 'hermenn', 'hafa', 'nýlokið', 'endurbyggingu', 'Gaulverjabæjar', '.']","[5, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Rómverskir']
15,"['Siðaskiptin', 'gengu', 'aldrei', 'í', 'garð', 'í', 'héraðinu', ',', 'þar', 'sem', 'ströng', 'lög', 'gegn', 'nýju', 'trúnni', 'voru', 'í', 'gildi', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Siðaskiptin']
16,"['Búlgaría', '(', '63', ')']","[5, 0, 0, 0]","['is', 'is', 'is', 'is']",['LOC: Búlgaría']
17,"['Þekktasti', 'kuðungsferillinn', 'er', 'kenndur', 'við', 'Arkímedes', '.']","[0, 0, 0, 0, 0, 1, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is']",['PER: Arkímedes']
18,"['Þeirra', 'sæti', 'taka', 'Víkingur', 'Ó', '.', 'og', 'Þróttur', 'R', '.']","[0, 0, 0, 3, 4, 4, 0, 3, 4, 4]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['ORG: Víkingur Ó .', 'ORG: Þróttur R .']"
19,"[""'"", ""''"", 'Pólsk-litháíska', 'samveldið', ""''"", ""'""]","[0, 0, 5, 6, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is']",['LOC: Pólsk-litháíska samveldið']
20,"[""'"", ""''"", 'Wish', 'You', 'Were', 'Here', ""''"", ""'"", ""''""]","[0, 0, 3, 4, 4, 4, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Wish You Were Here']
21,"['Cobie', 'Smulders', 'sem', 'Robin', 'Scherbatsky']","[1, 2, 0, 1, 2]","['is', 'is', 'is', 'is', 'is']","['PER: Cobie Smulders', 'PER: Robin Scherbatsky']"
22,"['Liðið', 'dróst', 'á', 'móti', 'Danmörku', 'og', 'tapaði', 'einvíginu', 'naumlega', 'á', 'útivallarmarki', '.']","[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Danmörku']
23,"['Bogi', 'Th.', 'Melsteð', 'lét', 'þessa', 'hugmynd', 'fyrst', 'í', 'ljósi', 'opinberlega', '.']","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['PER: Bogi Th. Melsteð']
24,"[""'"", ""''"", 'Rangárþing', 'ytra', '66', ""''"", ""'-"", '44', 'Dalvík']","[0, 0, 5, 6, 0, 0, 0, 0, 5]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['LOC: Rangárþing ytra', 'LOC: Dalvík']"
25,"['tilvísun', 'Gramm', '(', 'útgáfa', ')']","[0, 3, 4, 4, 4]","['is', 'is', 'is', 'is', 'is']",['ORG: Gramm ( útgáfa )']
26,"[""'"", ""''"", 'Brasilía', ""''"", ""'""]","[0, 0, 5, 0, 0]","['is', 'is', 'is', 'is', 'is']",['LOC: Brasilía']
27,"['tilvísun', 'Albert', '2.', 'Belgíukonungur']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Albert 2. Belgíukonungur']
28,"['Í', 'Heimskringlu', 'segir', 'Snorri', 'Sturluson', 'hann', 'hafa', 'vera', 'stórvitran', 'og', 'minnugan', '.']","[0, 5, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['LOC: Heimskringlu', 'PER: Snorri Sturluson']"
29,"['Athugið', 'að', 'ef', 'þú', 'biður', 'um', '„latte“', 'á', 'Ítalíu', 'færir', 'þjónninn', 'þér', 'nær', 'örugglega', 'mjólkurglas', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Ítalíu']
30,"['Varaþingmenn', 'Samtakanna', 'kjörtímabilið', '1974-1978', ',', 'voru', 'Ólafur', 'Ragnar', 'Grímsson', 'og', 'Jón', 'Baldvin', 'Hannibalsson', 'eins', 'og', 'fyrr', 'sagði', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 1, 2, 2, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['PER: Ólafur Ragnar Grímsson', 'PER: Jón Baldvin Hannibalsson']"
31,"['einusinni', 'með', 'lausgyrtum', 'flugfreyjum', 'frá', 'Icelandair']","[0, 0, 0, 0, 0, 3]","['is', 'is', 'is', 'is', 'is', 'is']",['ORG: Icelandair']
32,"['Camillo', 'Benso', 'greifi', 'af', 'Cavour']","[1, 2, 2, 2, 2]","['is', 'is', 'is', 'is', 'is']",['PER: Camillo Benso greifi af Cavour']
33,"['Emily', 'Procter', 'sem', 'Calleigh', 'Duquesne']","[1, 2, 0, 0, 0]","['is', 'is', 'is', 'is', 'is']",['PER: Emily Procter']
34,"['Eftir', 'að', 'hann', 'lét', 'af', 'því', 'starfi', ',', 'sendi', 'hann', ""''Ísafold"", ""''"", 'erlendar', 'fréttir', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","[""ORG: ''Ísafold ''""]"
35,"['Svæðisstjóri', 'fyrir', 'PSI', '1975-1984']","[0, 0, 3, 0]","['is', 'is', 'is', 'is']",['ORG: PSI']
36,"[""''"", ',', ""''Manhood"", ""''"", ',', ""''Wonderland"", ""''"", 'og', 'Ratatouille', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Ratatouille']
37,"['TILVÍSUN', 'Kaliforníuháskóli', 'í', 'Merced']","[0, 3, 4, 4]","['is', 'is', 'is', 'is']",['ORG: Kaliforníuháskóli í Merced']
38,"['Josh', 'Radnor', 'sem', 'Ted', 'Mosby']","[1, 2, 0, 1, 2]","['is', 'is', 'is', 'is', 'is']","['PER: Josh Radnor', 'PER: Ted Mosby']"
39,"['Kujavíska-Pommern', '(', 'hérað', ')']","[5, 6, 6, 6]","['is', 'is', 'is', 'is']",['LOC: Kujavíska-Pommern ( hérað )']
40,"['Kristján', '10', '.']","[1, 2, 2]","['is', 'is', 'is']",['PER: Kristján 10 .']
41,"['Þorsteinn', 'Pálsson', 'verður', 'formaður', 'Sjálfstæðisflokksins', '.']","[1, 2, 0, 0, 3, 0]","['is', 'is', 'is', 'is', 'is', 'is']","['PER: Þorsteinn Pálsson', 'ORG: Sjálfstæðisflokksins']"
42,"['Hann', 'tengist', 'Karíbahafi', 'um', 'Panamaskurðinn', '.']","[0, 0, 5, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is']","['LOC: Karíbahafi', 'LOC: Panamaskurðinn']"
43,"['Hann', 'reyndi', 'einnig', 'að', 'kaupa', 'DV', ',', 'sem', 'hafði', 'fjallað', 'um', 'málið', ',', 'til', 'að', 'leggja', 'blaðið', 'niður', '.']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: DV']
44,"['Þær', 'áttu', 'þannig', 'sinn', 'þátt', 'í', 'því', 'að', 'hann', 'var', 'valinn', 'forsetaefni', 'Repúblikanaflokksins', 'árið', 'eftir', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Repúblikanaflokksins']
45,"['tilvísun', 'Harry', 'S.', 'Truman']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Harry S. Truman']
46,"['Vín', '(', 'fastanefnd', 'við', 'Öryggis-', 'og', 'samvinnustofnun', 'Evrópu', 'og', 'Sameinuðu', 'þjóðirnar', ')']","[5, 0, 0, 0, 3, 4, 4, 4, 0, 3, 4, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['LOC: Vín', 'ORG: Öryggis- og samvinnustofnun Evrópu', 'ORG: Sameinuðu þjóðirnar']"
47,"['Eftir', 'milligöngu', 'Breta', 'náðust', 'sættir', 'og', 'Mexíkóstjórn', 'lofaði', 'að', 'greiða', 'pesóana', '600.000', '.']","[0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Breta']
48,"['Landið', 'er', 'á', 'teygir', 'sig', 'sitthvoru', 'megin', 'við', '46°N', 'sem', 'er', 'svipað', 'og', 'Frakkland', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Frakkland']
49,"['Þar', 'er', 'fyrsta', 'heimili', 'fyrir', 'þroskahefta', 'á', 'Íslandi', '.']","[0, 0, 0, 0, 0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Íslandi']
50,"['tilvísun', 'Johannes', 'Nicolaus', 'Brønsted']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Johannes Nicolaus Brønsted']
51,"['Kommúnistaflokkur', 'Íslands', '(', 'm-l', ')']","[3, 4, 4, 4, 4]","['is', 'is', 'is', 'is', 'is']",['ORG: Kommúnistaflokkur Íslands ( m-l )']
52,"['TILVÍSUN', 'Hilmir', 'Snær', 'Guðnason']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Hilmir Snær Guðnason']
53,"['Á', 'meðan', 'sendu', 'Hitler', 'og', 'Mussolini', 'heilar', 'hersveitir', 'á', 'vettvang', 'og', 'einræðisstjórnin', 'í', 'Portúgal', 'veitti', 'opinskátt', 'aðstoð', 'yfir', 'landamærin', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['PER: Hitler', 'PER: Mussolini', 'LOC: Portúgal']"
54,"['Skaginn', 'er', 'umlukinn', 'hafi', 'nema', 'þar', 'sem', 'hann', 'tengist', 'Kólaskaga', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Kólaskaga']
55,"['Her', 'Margrétar', 'Valdimarsdóttur', 'sest', 'um', 'Stokkhólm', 'sem', 'varinn', 'er', 'af', 'her', 'Albrekts', 'af', 'Mecklenburg', '.']","[0, 1, 2, 0, 0, 5, 0, 0, 0, 0, 0, 1, 2, 2, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['PER: Margrétar Valdimarsdóttur', 'LOC: Stokkhólm', 'PER: Albrekts af Mecklenburg']"
56,"[""'"", ""''"", 'Reykjavík', '71', ""''"", ""'"", '-', 'Reykjanesbær', '61']","[0, 0, 5, 0, 0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['LOC: Reykjavík', 'LOC: Reykjanesbær']"
57,"['Átta', 'eru', 'þekktar', 'og', 'varðveittar', 'í', 'ritum', 'Aristótelesar', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['PER: Aristótelesar']
58,"['Lúxemborg', '(', '12', ')']","[5, 0, 0, 0]","['is', 'is', 'is', 'is']",['LOC: Lúxemborg']
59,"['Sankti', 'Kristófer', 'og', 'Nevis']","[5, 6, 6, 6]","['is', 'is', 'is', 'is']",['LOC: Sankti Kristófer og Nevis']
60,"['Á', 'henni', 'flytur', 'Ómar', 'Ragnarsson', 'sín', 'bestu', 'lög', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['PER: Ómar Ragnarsson']
61,"['Skólinn', 'er', 'þekktur', 'fyrir', 'gráður', 'sínum', 'í', 'flugsögu', '(', 'í', 'samstarfi', 'við', 'École', 'nationale', 'de', ""l'aviation"", 'civile', ""''"", ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","[""ORG: École nationale de l'aviation civile""]"
62,"['CSI', ':', 'Crime', 'Scene', 'Investigation']","[3, 4, 4, 4, 4]","['is', 'is', 'is', 'is', 'is']",['ORG: CSI : Crime Scene Investigation']
63,"['Panic', '!', 'At', 'The', 'Disco']","[3, 4, 4, 4, 4]","['is', 'is', 'is', 'is', 'is']",['ORG: Panic ! At The Disco']
64,"['Talið', 'er', 'að', 'fjallið', 'hafi', 'gosið', '48', 'sinnum', 'síðustu', '400', 'ár', 'eða', 'frá', 'því', 'að', 'Spánverjar', 'komu', 'til', 'eyjanna', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Spánverjar']
65,"['Þaðan', 'lá', 'leiðin', 'til', 'Bandaríkjanna', '.']","[0, 0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is']",['LOC: Bandaríkjanna']
66,"['tilvísun', 'Elísabet', '2.', 'Bretadrottning']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Elísabet 2. Bretadrottning']
67,"['TILVÍSUN', 'Aulus', 'Persius', 'Flaccus']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Aulus Persius Flaccus']
68,"['tilvísun', 'Fiskur', 'og', 'franskar']","[0, 3, 4, 4]","['is', 'is', 'is', 'is']",['ORG: Fiskur og franskar']
69,"['Swansea', '(', ""''Abertawe"", ""''"", ')']","[5, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is']",['LOC: Swansea']
70,"['Myndinni', 'var', 'aðeins', 'dreift', 'á', 'mynddiski', '.']","[0, 0, 0, 0, 0, 3, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: mynddiski']
71,"['Langvía', 'er', 'strjáll', 'vetrargestur']","[5, 0, 0, 0]","['is', 'is', 'is', 'is']",['LOC: Langvía']
72,"['Þjóðþingið', 'kemur', 'saman', 'í', 'Kristjánsborgarhöll', 'í', 'Kaupmannahöfn', '.']","[0, 0, 0, 0, 3, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['ORG: Kristjánsborgarhöll', 'LOC: Kaupmannahöfn']"
73,"['Heiti', 'ostsins', 'er', 'auk', 'þess', 'verndað', 'af', 'reglugerð', 'Evrópusambandsins', 'nr', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Evrópusambandsins']
74,"['Víkingur', 'b-lið', '-', 'Fram']","[3, 4, 0, 0]","['is', 'is', 'is', 'is']",['ORG: Víkingur b-lið']
75,"['Adolf', 'Hitler', 'taldi', 'hann', 'mögulegan', 'eftirmann', 'sinn', '.']","[1, 2, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['PER: Adolf Hitler']
76,"['Hún', 'liggur', 'gegnt', 'eyjunni', 'Rügen', '(', ""''Ré"", ""''"", ')', 'og', 'gengur', 'stór', 'stálbrú', 'yfir', 'sundið', 'Strelasund', '.']","[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Rügen']
77,"['CSI', ':', 'Crime', 'Scene', 'Investigation']","[3, 4, 4, 4, 4]","['is', 'is', 'is', 'is', 'is']",['ORG: CSI : Crime Scene Investigation']
78,"['CSI', ':', 'Crime', 'Scene', 'Investigation']","[3, 4, 4, 4, 4]","['is', 'is', 'is', 'is', 'is']",['ORG: CSI : Crime Scene Investigation']
79,"['Alþjóðlegir', 'merkisdagar', 'og', 'merkisár']","[3, 4, 4, 4]","['is', 'is', 'is', 'is']",['ORG: Alþjóðlegir merkisdagar og merkisár']
80,"['tilvísun', 'Arngrímur', 'Jónsson', 'lærði']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Arngrímur Jónsson lærði']
81,"['„Obscured', 'by', 'Clouds“', '(', 'David', 'Gilmour', '/', 'Roger', 'Waters', ')', '–', '3:03']","[0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['PER: David Gilmour', 'PER: Roger Waters']"
82,"['George', 'Washington', 'var', 'skipaður', 'yfirmaður', 'hersins', '.']","[1, 2, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is']",['PER: George Washington']
83,"['tilvísun', 'Ríkisstjórnir', 'Samfylkingarinnar', 'og', 'Vinstrihreyfingarinnar', '-', 'græns', 'framboðs', '2009-2013']","[0, 3, 4, 4, 4, 4, 4, 4, 4]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Ríkisstjórnir Samfylkingarinnar og Vinstrihreyfingarinnar - græns framboðs 2009-2013']
84,"['tilvísun', 'Central', 'Intelligence', 'Agency']","[0, 3, 4, 4]","['is', 'is', 'is', 'is']",['ORG: Central Intelligence Agency']
85,"['Kim', 'Il', 'Sung']","[1, 2, 2]","['is', 'is', 'is']",['PER: Kim Il Sung']
86,"['Tyrkir', 'fara', 'yfir', 'Bosporussund', 'og', 'inn', 'á', 'Balkanskagann', '.']","[5, 0, 0, 5, 0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['LOC: Tyrkir', 'LOC: Bosporussund', 'LOC: Balkanskagann']"
87,"['Í', 'nágrenni', 'við', 'bæinn', 'er', 'forn', 'vetrarbyggð', 'sem', 'kallast', 'Qilakitsoq', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Qilakitsoq']
88,"['tilvísun', 'Mary', 'Harris', 'Jones']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Mary Harris Jones']
89,"['Í', 'dag', 'heitir', 'landið', 'þar', 'sem', 'Ur', 'er', 'Írak', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Írak']
90,"['Svæði', 'hátíðarinnar', 'er', 'Arnarfjörður', ',', 'Tálknafjörður', 'og', 'Patreksfjörður', 'auk', 'norðanverðs', 'Breiðafjarðar', '.']","[0, 0, 0, 5, 0, 5, 0, 5, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['LOC: Arnarfjörður', 'LOC: Tálknafjörður', 'LOC: Patreksfjörður', 'LOC: Breiðafjarðar']"
91,"['Heinrich', 'von', 'Kleist', '(', '1777–1811', ')', ',', 'þýskan', 'rithöfund']","[1, 2, 2, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['PER: Heinrich von Kleist']
92,"['*mannsnafnið', 'Haukur', ',', 'komið', 'af', 'fuglategundinni', '.']","[0, 5, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Haukur']
93,"['Martin', 'Luther', 'King', ',', 'Jr', '.']","[1, 2, 2, 2, 2, 2]","['is', 'is', 'is', 'is', 'is', 'is']","['PER: Martin Luther King , Jr .']"
94,"[""'"", ""''"", 'Blokhus', ""''"", ""'"", 'er', 'strandbær', 'á', 'Jótlandi', 'og', 'er', 'mjög', 'vinsæll', 'áfangastaður', 'meðal', 'ferðamanna', 'ár', 'hvert', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Jótlandi']
95,"['Frosnu', 'afurðirnar', 'eru', 'einnig', 'seldir', 'á', 'nálægum', 'mörkuðum', ',', 'en', 'nokkur', 'þúsund', 'tonn', 'eru', 'flutt', 'úr', 'landi', ',', 'aðallega', 'til', 'Bandaríkjanna', 'og', 'Frakklands', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['LOC: Bandaríkjanna', 'LOC: Frakklands']"
96,"['tilvísun', 'Rainer', 'Maria', 'Rilke']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Rainer Maria Rilke']
97,"['KA', 'vann', 'sinn', 'fyrsta', 'og', 'eina', 'titil', '.']","[3, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: KA']
98,"['kvæðið', 'Gróttasöng', ',', 'og', 'er', 'nafnið', 'þá', 'dregið', 'af', 'holunni', 'sem', 'er', 'á', 'efri', 'kvarnarsteininum', ',', 'sem', 'kornið', 'var', 'látið', 'í', '.']","[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Gróttasöng']
99,"['*Finland', ""'"", ""''"", 'Heiðar', 'Helguson', ""''"", ""'""]","[0, 0, 0, 1, 2, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is']",['PER: Heiðar Helguson']
100,"['Augustin', 'Louis', 'Cauchy']","[1, 2, 2]","['is', 'is', 'is']",['PER: Augustin Louis Cauchy']
101,"['Alþingi', 'hefur', 'sett', 'fram', 'lög', 'um', 'þá', 'menntastefnu', 'sem', 'krafist', 'er', 'af', 'skólastigum', 'landsins', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Alþingi']
102,"['Englendingar', 'rændu', 'konungsgarðinn', 'á', 'Bessastöðum', '.']","[5, 0, 0, 0, 3, 0]","['is', 'is', 'is', 'is', 'is', 'is']","['LOC: Englendingar', 'ORG: Bessastöðum']"
103,"['tilvísun', 'Jóhannes', 'Sveinsson', 'Kjarval']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Jóhannes Sveinsson Kjarval']
