,tokens,ner_tags,langs,spans
10,"['**', 'Shigemitsu', 'Egawa', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Shigemitsu Egawa']
11,"['FIHODINANA', '13016', '(', '1988', 'DB5', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 13016 ( 1988 DB5 )']
12,"['Ambohimilanja', '(', 'Manandriana', ')']","[5, 6, 6, 6]","['mg', 'mg', 'mg', 'mg']",['LOC: Ambohimilanja ( Manandriana )']
13,"['FIHODINANA', '15058', 'Billcooke', '(', '1998', 'YL16', ')']","[0, 3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 15058 Billcooke ( 1998 YL16 )']
14,"['I', ""'"", ""''"", 'Ognes', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Laon', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Aisne', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Picardie', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Aisne', 'LOC: Picardie', 'LOC: Frantsa']"
15,"['FIHODINANA', '22479', '(', '1997', 'FY1', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 22479 ( 1997 FY1 )']
16,"['La', 'Coudre', ',', 'Deux-Sèvres']","[5, 6, 6, 6]","['mg', 'mg', 'mg', 'mg']","['LOC: La Coudre , Deux-Sèvres']"
17,"['I', ""'"", ""''"", 'Couloisy', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Compiègne', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Oise', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Picardie', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Oise', 'LOC: Picardie', 'LOC: Frantsa']"
18,"['FIHODINANA', '15020', 'Brandonimber', '(', '1998', 'SV105', ')']","[0, 3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 15020 Brandonimber ( 1998 SV105 )']
19,"['**', 'Shankar', 'Panikkar', '—', 'talen-koronantsary', ',', 'mpilalao']","[0, 3, 4, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: Shankar Panikkar']
20,"['**', 'Kim', 'Jong-boo', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Kim Jong-boo']
21,"['FIHODINANA', '23510', '(', '1992', 'PA2', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 23510 ( 1992 PA2 )']
22,"['Beaulieu', ',', 'Haute-Loire']","[5, 6, 6]","['mg', 'mg', 'mg']","['LOC: Beaulieu , Haute-Loire']"
23,"['**', 'Jacques', 'Doniol-Valcroze', '—', 'mpilalao', ""amin'ny"", 'horonantsary', ',', 'talen-koronantsary', ',', 'mpanoratra', 'senariô', ',', 'mpilalao']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Jacques Doniol-Valcroze']
24,"['**', 'Jhonny', 'van', 'Beukering', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Jhonny van Beukering']
25,"['I', ""'"", ""''"", 'Bornel', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Beauvais', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Oise', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Picardie', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Oise', 'LOC: Picardie', 'LOC: Frantsa']"
26,"['FIHODINANA', '23510', '(', '1992', 'PA2', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 23510 ( 1992 PA2 )']
27,"['**', 'José', 'Emilio', 'Amavisca', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: José Emilio Amavisca']
28,"['I', ""'"", ""''"", 'Puiseux-en-Retz', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Soissons', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Aisne', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Picardie', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Aisne', 'LOC: Picardie', 'LOC: Frantsa']"
29,"['I', ""'"", ""''"", 'Chaillevois', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Laon', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Aisne', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Picardie', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Aisne', 'LOC: Picardie', 'LOC: Frantsa']"
30,"['I', ""'"", ""''"", 'Madambakkam', ""''"", ""'"", 'dia', 'tanàna', 'ao', ""amin'ny"", ""faritanin'i"", 'Tamil', 'Nadu', ',', 'ao', 'India', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Tamil Nadu', 'LOC: India']"
31,"['FIHODINANA', '3358', 'Anikushin', '(', '1978', 'RX', ')']","[0, 3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 3358 Anikushin ( 1978 RX )']
32,"['**', 'Georg', 'Carabelli', '—', 'mpitsabo', 'nify']","[0, 1, 2, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Georg Carabelli']
33,"['FIHODINANA', '27707', '(', '1986', 'QY3', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 27707 ( 1986 QY3 )']
34,"['**', 'Semih', 'Şentürk', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Semih Şentürk']
35,"['**', 'Rubén', 'Baraja', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Rubén Baraja']
36,"['FIHODINANA', '12000', '(', '1996', 'CK2', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 12000 ( 1996 CK2 )']
37,"['**', 'Rutger', 'Worm', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Rutger Worm']
38,"['**', 'Robert', 'Eberan', 'von', 'Eberhorst']","[0, 1, 2, 2, 2]","['mg', 'mg', 'mg', 'mg', 'mg']",['PER: Robert Eberan von Eberhorst']
39,"['**', 'Daniel', 'Peña', 'Sánchez', 'de', 'Rivera']","[0, 1, 2, 2, 2, 2]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Daniel Peña Sánchez de Rivera']
40,"['FIHODINANA', '33102', '(', '1997', 'YJ11', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 33102 ( 1997 YJ11 )']
41,"['FIHODINANA', '24956', '(', '1997', 'SN10', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 24956 ( 1997 SN10 )']
42,"['FIHODINANA', '3358', 'Anikushin', '(', '1978', 'RX', ')']","[0, 3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 3358 Anikushin ( 1978 RX )']
43,"['FIHODINANA', '16508', '(', '1990', 'UB3', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 16508 ( 1990 UB3 )']
44,"['I', ""'"", ""''"", 'Nainwa', ""''"", ""'"", 'dia', 'tanàna', 'ao', ""amin'ny"", ""faritanin'i"", 'Rajasthan', ',', 'ao', 'India', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Rajasthan', 'LOC: India']"
45,"['FIHODINANA', '11486', '(', '1988', 'RE6', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 11486 ( 1988 RE6 )']
46,"['**', 'Ri', 'Myong-guk', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Ri Myong-guk']
47,"['I', ""'"", ""''"", 'Lakkampatti', ""''"", ""'"", 'dia', 'tanàna', 'ao', ""amin'ny"", ""faritanin'i"", 'Tamil', 'Nadu', ',', 'ao', 'India', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Tamil Nadu', 'LOC: India']"
48,"['Ny', 'renivohiny', 'dia', 'Ulan', 'Bator', '.']","[0, 0, 0, 3, 4, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: Ulan Bator']
49,"['13259', 'Bhat', '(', '1998', 'QA15', ')']","[3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 13259 Bhat ( 1998 QA15 )']
50,"['**', 'Zhang', 'Jingsong', '—', 'mpilalao', 'basikety']","[0, 3, 4, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: Zhang Jingsong']
51,"['I', ""'"", ""''"", 'Savanur', ""''"", ""'"", 'dia', 'tanàna', 'ao', ""amin'ny"", ""faritanin'i"", 'Karnataka', ',', 'ao', 'India', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Karnataka', 'LOC: India']"
52,"['Oslo', 'no', 'renivohiny', 'ary', 'ny', 'norveziana', 'no', 'teny', 'ofisialy', 'ampiasaina', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['LOC: Oslo']
53,"['I', ""'"", ""''"", ""Usclas-d'Hérault"", ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Béziers', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Hérault', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Languedoc-Roussillon', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Hérault', 'LOC: Languedoc-Roussillon', 'LOC: Frantsa']"
54,"['Sekoly', 'Ambony', 'Loterana', 'momba', 'ny', 'Teolojia']","[3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: Sekoly Ambony Loterana momba ny Teolojia']
55,"['FIHODINANA', '2401', 'Aehlita', '(', '1975', 'VM2', ')']","[0, 3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 2401 Aehlita ( 1975 VM2 )']
56,"['**', 'Robert', 'Wise', '—', 'talen-koronantsary', ',', 'mpamoaka', 'horonantsary']","[0, 1, 2, 0, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Robert Wise']
57,"['FIHODINANA', 'Ivan', 'III', ""an'i"", 'Rosia']","[0, 1, 2, 2, 2]","['mg', 'mg', 'mg', 'mg', 'mg']","[""PER: Ivan III an'i Rosia""]"
58,"['FIHODINANA', '152640', '(', '1997', 'PP3', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 152640 ( 1997 PP3 )']
59,"['**', 'Tim', 'Cahill', '—', 'mpilalao', 'baolina', 'kitra', ',', 'mpanoratra', 'senariô']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Tim Cahill']
60,"['Cros', ',', 'Gard']","[5, 6, 6]","['mg', 'mg', 'mg']","['LOC: Cros , Gard']"
61,"['**', 'Danny', 'Schayes', '—', 'mpilalao', 'basikety']","[0, 1, 2, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Danny Schayes']
62,"['**', 'Malik', 'Sealy', '—', 'mpilalao', 'basikety']","[0, 1, 2, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Malik Sealy']
63,"['FIHODINANA', '16508', '(', '1990', 'UB3', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 16508 ( 1990 UB3 )']
64,"['FIHODINANA', '22479', '(', '1997', 'FY1', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 22479 ( 1997 FY1 )']
65,"['I', ""'"", ""''"", ""Saint-Vincent-d'Olargues"", ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Béziers', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Hérault', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Languedoc-Roussillon', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Hérault', 'LOC: Languedoc-Roussillon', 'LOC: Frantsa']"
66,"['FIHODINANA', '30926', '(', '1993', 'TL13', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 30926 ( 1993 TL13 )']
67,"['30926', '(', '1993', 'TL13', ')']","[3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 30926 ( 1993 TL13 )']
68,"['I', ""'"", ""''"", 'Venizel', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Soissons', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Aisne', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Picardie', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Aisne', 'LOC: Picardie', 'LOC: Frantsa']"
69,"['Efa', 'talen’i', 'Apple', 'izy', 'ary', 'filohan’ny', 'fandrindrana', '.']","[0, 0, 3, 0, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: Apple']
70,"['Ny', 'renivohiny', 'dia', 'Honiara', '.']","[0, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg']",['LOC: Honiara']
71,"['I', ""'"", ""''"", 'Yenagudde', ""''"", ""'"", 'dia', 'tanàna', 'ao', ""amin'ny"", ""faritanin'i"", 'Karnataka', ',', 'ao', 'India', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Karnataka', 'LOC: India']"
72,"['**', 'Semion', 'Kirlian', '—', 'mpahay', 'siansa', ',', 'mpamorona', ',', 'mpaka', 'sary']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Semion Kirlian']
73,"['Beauchamps', ',', 'Somme']","[5, 6, 6]","['mg', 'mg', 'mg']","['LOC: Beauchamps , Somme']"
74,"['FIHODINANA', ""Fikambanan'ny"", 'Firenena', 'any', 'Azia', 'Atsimo-Atsinanana']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']","[""ORG: Fikambanan'ny Firenena any Azia Atsimo-Atsinanana""]"
75,"[""'"", ""''"", 'Gaudapada', ""''"", ""'"", 'dia', 'filôzôfy', 'mizaka', 'ny', ""zom-pirenen'i"", 'India']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['LOC: India']
76,"['I', ""'"", ""''"", 'Anduze', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Alès', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Gard', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Languedoc-Roussillon', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Gard', 'LOC: Languedoc-Roussillon', 'LOC: Frantsa']"
77,"['16556', '(', '1991', 'VQ1', ')']","[3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 16556 ( 1991 VQ1 )']
78,"['Châtel', ',', 'Haute-Savoie']","[5, 6, 6]","['mg', 'mg', 'mg']","['LOC: Châtel , Haute-Savoie']"
79,"['Vaillant', ',', 'Haute-Marne']","[5, 6, 6]","['mg', 'mg', 'mg']","['LOC: Vaillant , Haute-Marne']"
80,"['**', 'Royal', 'Earl', 'House', '—', 'mpamorona', ',', 'injeniera']","[0, 1, 2, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Royal Earl House']
81,"['FIHODINANA', 'Warlus', ',', 'Somme']","[0, 5, 6, 6]","['mg', 'mg', 'mg', 'mg']","['LOC: Warlus , Somme']"
82,"['**', 'Nilla', 'Fischer', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Nilla Fischer']
83,"['FIHODINANA', '16556', '(', '1991', 'VQ1', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 16556 ( 1991 VQ1 )']
84,"['**', 'Jorge', 'González', '—', 'mpilalao', ',', 'mpilalao', 'basikety', ',', 'mpilalao', ""amin'ny"", 'horonantsary']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Jorge González']
85,"['12256', '(', '1989', 'CJ8', ')']","[3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 12256 ( 1989 CJ8 )']
86,"['**', 'Tomasz', 'Zdebel', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Tomasz Zdebel']
87,"['162014', '(', '1994', 'RF11', ')']","[3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 162014 ( 1994 RF11 )']
