,tokens,ner_tags,langs,spans
20,"['Hè', 'cumpostu', 'di', 'Guy', 'Berryman', '(', 'chitarra', 'bassu', ',', 'sintetizzatore', ',', 'tastiera', 'elettrica', ',', 'cantu', 'à', 'fondu', ')', ',', 'Jonny', 'Buckland', '(', 'lead-chitarra', ',', 'chitarra', 'acustica', ',', 'cantu', 'à', 'fondu', ',', 'armonica', 'à', 'bocca', ')', ',', 'Will', 'Champion', '(', 'batteria', '/', 'percussione', ',', 'cantu', 'à', 'fondu', ',', 'tastiera', 'elettrica', ')', 'è', 'Chris', 'Martin', '(', 'cantu', ',', 'pianuforte', ',', 'chitarra', 'acustica', 'è', 'ritmica', ',', 'tastiera', 'elettrica', ')', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']","['PER: Guy Berryman', 'PER: Jonny Buckland', 'PER: Will Champion', 'PER: Chris Martin']"
21,"['Altre', 'parolle', 'è', 'spressione', 'sò', 'cunnisciute', 'tantu', 'in', 'Spagna', ""ch'è"", 'in', 'Argentina', ',', 'ma', 'sò', 'usate', 'più', 'frequentemente', 'o', 'sò', 'più', 'tìpiche', 'pè', 'u', 'castiglianu', ""d'Argentina"", '(', 'o', ""d'Amèrica"", 'Latina', 'in', 'generale', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']","['LOC: Spagna', 'LOC: Argentina']"
22,"['Tom', 'Lester']","[1, 2]","['co', 'co']",['PER: Tom Lester']
23,"['RINVIA', 'A', 'Croce', ""d'Ampugnani""]","[0, 5, 6, 6]","['co', 'co', 'co', 'co']","[""LOC: A Croce d'Ampugnani""]"
24,['Peugeot'],[3],['co'],['ORG: Peugeot']
25,"['Santa', 'Divota']","[1, 2]","['co', 'co']",['PER: Santa Divota']
26,"['Robin', 'Williams']","[1, 2]","['co', 'co']",['PER: Robin Williams']
27,"['20px', 'Yannick', 'Cahuzac', '(', 'capitanu', ')']","[0, 1, 2, 0, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co']",['PER: Yannick Cahuzac']
28,"['VietJet', 'Air']","[3, 4]","['co', 'co']",['ORG: VietJet Air']
29,"['Si', 'trova', 'annantu', 'à', 'a', 'cumuna', 'di', 'Barbaghju', '.']","[0, 0, 0, 0, 0, 0, 0, 5, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']",['LOC: Barbaghju']
30,"['RINVIA', 'Peri']","[0, 5]","['co', 'co']",['LOC: Peri']
31,"['Jim', 'Meskimen']","[1, 2]","['co', 'co']",['PER: Jim Meskimen']
32,['Galizia'],[5],['co'],['LOC: Galizia']
33,['Lurisi'],[5],['co'],['LOC: Lurisi']
34,"['Ray', 'Bradbury']","[1, 2]","['co', 'co']",['PER: Ray Bradbury']
35,"['Pasquale', 'Paoli']","[1, 2]","['co', 'co']",['PER: Pasquale Paoli']
36,"['u', 'fiumu', 'd', ""''"", ""'"", ""''"", ""'Alzetu"", ""''"", ""'"", ""''"", ',', '2,1', 'km', 'è', '1', 'affluenti', ',', 'annantu', 'à', 'a', 'cumuna', 'di', 'Livesi', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']",['LOC: Livesi']
37,"['Filu', 'spinatu']","[3, 4]","['co', 'co']",['ORG: Filu spinatu']
38,"['Maffia', 'Albanesa']","[3, 4]","['co', 'co']",['ORG: Maffia Albanesa']
39,"['Olmi', 'è', 'Cappella', 'cumporta', 'numerose', 'tracce', ':', 'megaliti', ',', 'accinte', ',', 'cupule', ',', 'materiale', 'liticu', '.']","[5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']",['LOC: Olmi è Cappella']
40,"['File', ':', 'Santa', 'Ghjulia', '-', 'Illustration', 'from', 'Galletti', 'Santa', 'Ghjulia']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']",['PER: Santa Ghjulia']
41,"[""'"", ""''"", 'Tom', 'Chaplin', ""''"", ""'"", 'hè', 'u', 'frontman', 'è', 'u', 'cantadore', 'principale', 'di', 'u', 'gruppu', 'di', 'rock', 'inglese', 'Keane', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']",['ORG: Keane']
42,['Oasis'],[3],['co'],['ORG: Oasis']
43,"['Altore', 'barbutu']","[5, 6]","['co', 'co']",['LOC: Altore barbutu']
44,"['Tiurema', 'di', 'Pitagora']","[3, 4, 4]","['co', 'co', 'co']",['ORG: Tiurema di Pitagora']
45,"['VietJet', 'Air']","[3, 4]","['co', 'co']",['ORG: VietJet Air']
46,"['Nick', 'Stahl']","[1, 2]","['co', 'co']",['PER: Nick Stahl']
47,['Sicilia'],[5],['co'],['LOC: Sicilia']
48,"['Maurice', 'Ravel']","[1, 2]","['co', 'co']",['PER: Maurice Ravel']
49,"['A', 'capitale', 'hè', 'Bogotà', '.']","[0, 0, 0, 5, 0]","['co', 'co', 'co', 'co', 'co']",['LOC: Bogotà']
50,"['Spiranthes', 'spiralis']","[5, 6]","['co', 'co']",['LOC: Spiranthes spiralis']
51,"['**', ""''"", 'Ornithogalum', 'nutans', ""''"", 'L', '.']","[0, 0, 5, 6, 0, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co']",['LOC: Ornithogalum nutans']
52,"[""'Ssa"", 'sottuspezia', 'prisenta', 'grandi', 'affinità', 'di', 'natura', 'genetica', 'è', 'crumusomica', 'incù', 'i', 'pupulazioni', 'di', 'u', 'Nordu', 'di', 'a', 'Sardegna', 'è', 'Isula', ""d'Elba"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 6, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']","['LOC: Sardegna', ""LOC: Isula d'Elba""]"
53,"['Civiltà', 'villanuviana']","[3, 4]","['co', 'co']",['ORG: Civiltà villanuviana']
54,['Erculu'],[1],['co'],['PER: Erculu']
55,"['United', 'States', 'Navy']","[3, 4, 4]","['co', 'co', 'co']",['ORG: United States Navy']
56,"['Cunsiste', 'in', 'Tom', 'Chaplin', '(', 'cantu', ',', 'tastiera', 'elettrica', ',', 'pianuforte', ',', 'organu', ',', 'chitarra', 'acustica', ')', ',', 'Richard', 'Hughes', '(', 'batteria', '/', 'percussione', ',', 'cantu', 'à', 'fondu', ')', 'è', 'Tim', 'Rice-Oxley', '(', 'pianuforte', ',', 'tastiere', 'elettriche', ',', 'sintetizzatore', ',', 'chitarra', 'bassu', ',', 'cantu', 'à', 'fondu', ')', '.']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']","['PER: Tom Chaplin', 'PER: Richard Hughes', 'PER: Tim Rice-Oxley']"
57,"['Riticeddu', 'Sintineddi']","[3, 4]","['co', 'co']",['ORG: Riticeddu Sintineddi']
58,"['Scurpionu', 'neru']","[5, 6]","['co', 'co']",['LOC: Scurpionu neru']
59,"['George', 'Clooney']","[1, 2]","['co', 'co']",['PER: George Clooney']
60,"['Eric', 'Jacobson']","[1, 2]","['co', 'co']",['PER: Eric Jacobson']
61,"['Fù', 'enunciata', 'da', 'Adam', 'Smith', 'di', 'a', 'manera', 'seguente', ':']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']",['PER: Adam Smith']
62,"['Hè', 'una', 'spezia', 'endemica', 'di', 'a', 'Corsica', 'è', 'di', 'a', 'Sardegna', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']",['LOC: Sardegna']
63,"['The', 'Beatles']","[3, 4]","['co', 'co']",['ORG: The Beatles']
64,"[""'"", ""''"", 'James', 'A.', 'Garfield', ""''"", ""'""]","[0, 0, 1, 2, 2, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co']",['PER: James A. Garfield']
65,"['Tiurema', 'di', 'Pitagora']","[3, 4, 4]","['co', 'co', 'co']",['ORG: Tiurema di Pitagora']
66,"['Spin', 'City']","[3, 4]","['co', 'co']",['ORG: Spin City']
67,"['San', 'Martinu', 'di', 'Lota']","[5, 6, 6, 6]","['co', 'co', 'co', 'co']",['LOC: San Martinu di Lota']
68,"['Samperu', 'Corsu']","[3, 4]","['co', 'co']",['ORG: Samperu Corsu']
69,['Stidda'],[3],['co'],['ORG: Stidda']
70,"['Jet', 'Li']","[1, 2]","['co', 'co']",['PER: Jet Li']
71,"['Cecil', 'Rhodes']","[1, 2]","['co', 'co']",['PER: Cecil Rhodes']
72,"['The', 'Mars', 'Volta']","[3, 4, 4]","['co', 'co', 'co']",['ORG: The Mars Volta']
73,"[""'"", ""''"", 'Jimmy', 'Carter', ""''"", ""'""]","[0, 0, 1, 2, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co']",['PER: Jimmy Carter']
74,['Motorhead'],[3],['co'],['ORG: Motorhead']
75,['Volkswagen'],[3],['co'],['ORG: Volkswagen']
76,"['**', ""''"", 'Allium', 'acutiflorum', ""''"", 'Loisel', '.']","[0, 0, 3, 4, 0, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co']",['ORG: Allium acutiflorum']
77,"['RINVIA', 'Belvideri', 'è', 'Campumoru']","[0, 5, 6, 6]","['co', 'co', 'co', 'co']",['LOC: Belvideri è Campumoru']
78,"['L', ""'"", ""'"", ""''"", 'Irlanda', ""''"", ""'"", 'hè', 'un', 'paese', 'situatu', 'in', 'Europa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']",['LOC: Europa']
79,"['Ma', 'in', 'i', 'tempi', ',', 'si', 'facia', 'dinò', ',', 'in', 'Corsica', ""com'è"", 'in', 'Sardegna', ',', 'un', 'oliu', 'di', 'listincu', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']","['LOC: Corsica', 'LOC: Sardegna']"
80,['Fortaleza'],[5],['co'],['LOC: Fortaleza']
81,"['Robert', 'Edward', 'Lee']","[1, 2, 2]","['co', 'co', 'co']",['PER: Robert Edward Lee']
82,"['Grandi', 'Muraglia', 'Chinesa']","[3, 4, 4]","['co', 'co', 'co']",['ORG: Grandi Muraglia Chinesa']
83,['Casamàcciuli'],[5],['co'],['LOC: Casamàcciuli']
84,['Corinthians'],[3],['co'],['ORG: Corinthians']
85,"['Will', 'Ferrell']","[1, 2]","['co', 'co']",['PER: Will Ferrell']
86,['Şalom'],[3],['co'],['ORG: Şalom']
87,"['Grandi', 'Santuariu', 'Kasuga']","[3, 4, 4]","['co', 'co', 'co']",['ORG: Grandi Santuariu Kasuga']
88,['Linneu'],[1],['co'],['PER: Linneu']
89,"['A', 'civetta', 'hè', 'prisenti', 'in', 'Corsica', 'ma', 'piuttostu', 'schersa', '(', 'Mastrorilli', '2001', ')', '.']","[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']",['LOC: Corsica']
90,"['Ciuvodda', 'canina']","[3, 4]","['co', 'co']",['ORG: Ciuvodda canina']
91,"['Air', 'Corsica']","[3, 4]","['co', 'co']",['ORG: Air Corsica']
92,['Catetu'],[3],['co'],['ORG: Catetu']
93,"['Tiurema', 'di', 'Pitagora']","[3, 4, 4]","['co', 'co', 'co']",['ORG: Tiurema di Pitagora']
94,['Omeru'],[1],['co'],['PER: Omeru']
95,"['Dakota', 'Fanning']","[1, 2]","['co', 'co']",['PER: Dakota Fanning']
96,"['The', 'Mars', 'Volta']","[3, 4, 4]","['co', 'co', 'co']",['ORG: The Mars Volta']
97,['Circi'],[1],['co'],['PER: Circi']
98,"['Cunfina', 'à', 'u', 'nordu', 'incù', 'u', 'North', 'Dakota', ',', 'à', 'punente', 'incù', 'u', 'Wyoming', 'è', 'u', 'Montana', ',', 'à', 'livente', 'incù', 'Iowa', 'è', 'à', 'u', 'meziornu', 'incù', 'u', 'Nebraska', '.']","[0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']","['LOC: North Dakota', 'LOC: Wyoming', 'LOC: Montana', 'LOC: Iowa', 'LOC: Nebraska']"
99,"['Ciuvodda', 'canina']","[3, 4]","['co', 'co']",['ORG: Ciuvodda canina']
100,"['Quisti', 'cunvinti', 'suvitoni', 'risulutamenti', 'a', 'prucidura', ';', 'una', 'volta', 'fattu', 'à', 'pezzi', 'Pelia', ',', 'Medea', 'li', 'dissi', 'di', 'andà', 'in', 'cima', 'à', 'u', 'palazzu', 'à', 'invucà', 'a', 'divinità', 'agitendu', 'i', 'fiacculi', ',', 'par', 'prupizià', 'u', 'bon', 'esitu', 'di', ""l'incantesimu"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']",['PER: Medea']
101,['Euru'],[3],['co'],['ORG: Euru']
102,"['Altore', '(', 'spezia', ')']","[5, 6, 6, 6]","['co', 'co', 'co', 'co']",['LOC: Altore ( spezia )']
103,"['Sidney', 'Poitier']","[1, 2]","['co', 'co']",['PER: Sidney Poitier']
104,"[""'"", ""''"", 'Yannick', 'Cahuzac', ""''"", ""'"", '(', 'natu', 'in', 'u', ""'"", ""''"", '1985', ""''"", ""'"", ')', 'hè', 'un', 'capitanu', 'di', 'ghjucadore', 'di', 'pallò', 'SC', 'Bastia', 'e', 'corsu', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']",['ORG: SC Bastia']
105,"['Titu', 'Liviu', 'conta', ':']","[1, 2, 0, 0]","['co', 'co', 'co', 'co']",['PER: Titu Liviu']
106,"['Image', ':', 'Arrow', 'slit', '-', 'Archera', '(', 'Vicu', ')', '.JPG|Una', 'archera', 'annantu', 'à', 'casa', 'di', 'Samperu', 'Corsu', 'in', 'Vicu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']",['ORG: Samperu Corsu']
107,['Romania'],[5],['co'],['LOC: Romania']
108,"['The', 'Mars', 'Volta']","[3, 4, 4]","['co', 'co', 'co']",['ORG: The Mars Volta']
109,"['Grecia', ':', '132.000']","[5, 0, 0]","['co', 'co', 'co']",['LOC: Grecia']
110,"['I', 'Grechi', 'funu', 'i', 'primi', 'à', 'svilupà', 'un', 'pinsamentu', 'economicu', '(', 'Platone', 'è', 'Aristotele', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']","['PER: Platone', 'PER: Aristotele']"
111,"['**', ""''"", 'Scilla', 'bifolia', ""''"", 'L', '.']","[0, 0, 3, 4, 0, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co']",['ORG: Scilla bifolia']
112,"['Nicolas', 'Sarkozy']","[1, 2]","['co', 'co']",['PER: Nicolas Sarkozy']
113,"['image', ':', 'Karl', 'Karl', 'Marx']","[0, 0, 0, 1, 2]","['co', 'co', 'co', 'co', 'co']",['PER: Karl Marx']
114,"['RINVIA', 'Belvideri', 'è', 'Campumoru']","[0, 5, 6, 6]","['co', 'co', 'co', 'co']",['LOC: Belvideri è Campumoru']
115,"['Steve', 'Whitmire']","[1, 2]","['co', 'co']",['PER: Steve Whitmire']
116,['Costa'],[5],['co'],['LOC: Costa']
117,"['El', 'Grupo', 'Nuevo', 'De', 'Omar', 'Rodriguez-Lopez']","[3, 4, 4, 4, 4, 4]","['co', 'co', 'co', 'co', 'co', 'co']",['ORG: El Grupo Nuevo De Omar Rodriguez-Lopez']
118,"['Taj', 'Mahal']","[3, 4]","['co', 'co']",['ORG: Taj Mahal']
119,"['Tony', 'Ramos']","[1, 2]","['co', 'co']",['PER: Tony Ramos']
120,"['****', 'toscanu']","[0, 3]","['co', 'co']",['ORG: toscanu']
121,"['Konrad', 'Adenauer']","[1, 2]","['co', 'co']",['PER: Konrad Adenauer']
122,"['Karl', 'Benz']","[1, 2]","['co', 'co']",['PER: Karl Benz']
123,"['At', 'the', 'Drive-In']","[3, 4, 4]","['co', 'co', 'co']",['ORG: At the Drive-In']
124,"['Tiurema', 'di', 'Pitagora']","[3, 4, 4]","['co', 'co', 'co']",['ORG: Tiurema di Pitagora']
125,"['U', ""'"", ""''"", 'Stadiu', 'Anghjulu', 'Casanova', ""''"", ""'"", 'hè', 'u', 'stadiu', 'di', 'u', 'Gazélec', 'Football', 'Club', 'Aiacciu', 'è', 'si', 'trova', 'in', 'Mezzavia', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']",['ORG: Gazélec Football Club Aiacciu']
126,"['RINVIA', 'Òlcani']","[0, 5]","['co', 'co']",['LOC: Òlcani']
127,"['RINVIA', 'Fanale', ""d'Alissandria""]","[0, 3, 4]","['co', 'co', 'co']","[""ORG: Fanale d'Alissandria""]"
128,"['Ferdinando', 'Magellanu']","[1, 2]","['co', 'co']",['PER: Ferdinando Magellanu']
129,"['20px', 'Porto', 'Alegre', ',', 'Brasile']","[0, 5, 6, 0, 5]","['co', 'co', 'co', 'co', 'co']","['LOC: Porto Alegre', 'LOC: Brasile']"
130,"['U', ""'"", ""''"", 'Sassari', 'Torres', '1903', ""''"", ""'"", 'hè', 'un', 'club', 'di', 'pallò', 'di', 'Sassari', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']",['LOC: Sassari']
131,"['Pugilatu', 'tailandese']","[3, 4]","['co', 'co']",['ORG: Pugilatu tailandese']
132,"['In', 'rolli', 'secundarii', ',', 'hanu', 'ghjucatu', 'Martin', 'Sheen', ',', 'Michael', 'J.', 'Fox', 'è', 'Richard', 'Dreyfuss', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 2, 0, 1, 2, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']","['PER: Martin Sheen', 'PER: Michael J. Fox', 'PER: Richard Dreyfuss']"
133,"['Ofride', 'biccazzu']","[3, 4]","['co', 'co']",['ORG: Ofride biccazzu']
134,"['Robert', 'Graves', ',', ""''I"", 'Miti', 'Grechi', ""''"", '(', 'Di', 'i', 'dei', 'è', 'Eroi', 'in', 'Omeru', ')', ',', '1963', 'Longanesi', '&', 'C.', 'Milanu', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co', 'co']",['PER: Omeru']
135,"['Filu', 'spinatu']","[3, 4]","['co', 'co']",['ORG: Filu spinatu']
136,"['Flavor', 'Flav']","[1, 2]","['co', 'co']",['PER: Flavor Flav']
137,"['Fright', 'Night']","[3, 4]","['co', 'co']",['ORG: Fright Night']
138,"['Arba', 'marina']","[5, 6]","['co', 'co']",['LOC: Arba marina']
139,"['System', 'of', 'a', 'Down']","[3, 4, 4, 4]","['co', 'co', 'co', 'co']",['ORG: System of a Down']
140,['Aiacciu'],[5],['co'],['LOC: Aiacciu']
